"provincia","prod_pet"
"Rio Negro","33.93"
"Rio Negro","33.94"
"Rio Negro","33.96"
"Rio Negro","34.02"
"Rio Negro","34.04"
"Rio Negro","34.11"
"Rio Negro","34.15"
"Rio Negro","34.2"
"Rio Negro","34.24"
"Rio Negro","34.27"
"Rio Negro","34.29"
"Rio Negro","34.3"
"Rio Negro","34.31"
"Rio Negro","34.37"
"Rio Negro","34.38"
"Rio Negro","34.39"
"Rio Negro","34.48"
"Rio Negro","34.55"
"Rio Negro","34.67"
"Rio Negro","34.68"
"Rio Negro","34.72"
"Rio Negro","34.77618294"
"Rio Negro","34.79"
"Rio Negro","34.81"
"Rio Negro","34.86"
"Rio Negro","34.88"
"Rio Negro","35.07"
"Rio Negro","35.11"
"Rio Negro","35.13"
"Rio Negro","35.19"
"Rio Negro","35.21"
"Rio Negro","35.25"
"Rio Negro","35.28"
"Rio Negro","35.3"
"Rio Negro","35.36"
"Rio Negro","35.39"
"Rio Negro","35.4"
"Rio Negro","35.41"
"Rio Negro","35.52"
"Rio Negro","35.58"
"Rio Negro","35.65"
"Rio Negro","35.69"
"Rio Negro","35.7"
"Rio Negro","35.72"
"Rio Negro","35.74"
"Rio Negro","35.79"
"Rio Negro","35.8"
"Rio Negro","35.85"
"Rio Negro","35.86"
"Rio Negro","35.89"
"Rio Negro","35.92"
"Rio Negro","35.99"
"Rio Negro","36.03"
"Rio Negro","36.06"
"Rio Negro","36.07"
"Rio Negro","36.09"
"Rio Negro","36.13"
"Rio Negro","36.14"
"Rio Negro","36.15"
"Rio Negro","36.16"
"Rio Negro","36.18"
"Rio Negro","36.26"
"Rio Negro","36.28"
"Rio Negro","36.34"
"Rio Negro","36.39"
"Rio Negro","36.4551941"
"Rio Negro","36.47"
"Rio Negro","36.52"
"Rio Negro","36.62"
"Rio Negro","36.64"
"Rio Negro","36.66"
"Rio Negro","36.68"
"Rio Negro","36.7"
"Rio Negro","36.72"
"Rio Negro","36.75"
"Rio Negro","36.77"
"Rio Negro","36.81"
"Rio Negro","36.82"
"Rio Negro","36.85"
"Rio Negro","36.86"
"Rio Negro","36.87"
"Rio Negro","36.91"
"Rio Negro","37"
"Rio Negro","37.01"
"Rio Negro","37.05"
"Rio Negro","37.1"
"Rio Negro","37.15"
"Rio Negro","37.19"
"Rio Negro","37.21"
"Rio Negro","37.22"
"Rio Negro","37.23"
"Rio Negro","37.28"
"Rio Negro","37.58"
"Rio Negro","37.59"
"Rio Negro","37.61"
"Rio Negro","37.64"
"Rio Negro","37.65"
"Rio Negro","37.72"
"Rio Negro","37.73"
"Rio Negro","37.77"
"Rio Negro","37.8"
"Rio Negro","37.83"
"Rio Negro","37.91"
"Rio Negro","38.06"
"Rio Negro","38.12"
"Rio Negro","38.14"
"Rio Negro","38.17"
"Rio Negro","38.18"
"Rio Negro","38.21"
"Rio Negro","38.26"
"Rio Negro","38.33"
"Rio Negro","38.37"
"Rio Negro","38.39"
"Rio Negro","38.55"
"Rio Negro","38.57"
"Rio Negro","38.71"
"Rio Negro","38.78"
"Rio Negro","38.82"
"Rio Negro","38.84"
"Rio Negro","38.97"
"Rio Negro","38.98"
"Rio Negro","39"
"Rio Negro","39.03"
"Rio Negro","39.05"
"Rio Negro","39.08"
"Rio Negro","39.11"
"Rio Negro","39.12"
"Rio Negro","39.14"
"Rio Negro","39.21"
"Rio Negro","39.24"
"Rio Negro","39.25"
"Rio Negro","39.28"
"Rio Negro","39.47"
"Rio Negro","39.48"
"Rio Negro","39.61"
"Rio Negro","39.64"
"Rio Negro","39.79"
"Rio Negro","39.81"
"Rio Negro","39.83"
"Rio Negro","39.88"
"Rio Negro","39.96"
"Rio Negro","40.01"
"Rio Negro","40.02"
"Rio Negro","40.08"
"Rio Negro","40.1"
"Rio Negro","40.15"
"Rio Negro","40.32"
"Rio Negro","40.38"
"Rio Negro","40.4"
"Rio Negro","40.43"
"Rio Negro","40.52"
"Rio Negro","40.54"
"Rio Negro","40.55"
"Rio Negro","40.56"
"Rio Negro","40.61"
"Rio Negro","40.68"
"Rio Negro","40.74"
"Rio Negro","40.79"
"Rio Negro","40.83"
"Rio Negro","40.87"
"Rio Negro","40.97"
"Rio Negro","41"
"Rio Negro","41.01"
"Rio Negro","41.11"
"Rio Negro","41.14"
"Rio Negro","41.16"
"Rio Negro","41.33"
"Rio Negro","41.36"
"Rio Negro","41.39"
"Rio Negro","41.4"
"Rio Negro","41.42"
"Rio Negro","41.54"
"Rio Negro","41.64"
"Rio Negro","41.67"
"Rio Negro","41.72"
"Rio Negro","41.79"
"Rio Negro","41.82"
"Rio Negro","41.84"
"Rio Negro","41.9"
"Rio Negro","41.98"
"Rio Negro","42"
"Rio Negro","42.03"
"Rio Negro","42.05"
"Rio Negro","42.07"
"Rio Negro","42.09"
"Rio Negro","42.14"
"Rio Negro","42.17"
"Rio Negro","42.27"
"Rio Negro","42.35"
"Rio Negro","42.36"
"Rio Negro","42.46"
"Rio Negro","42.49"
"Rio Negro","42.55"
"Rio Negro","42.57"
"Rio Negro","42.58"
"Rio Negro","42.6"
"Rio Negro","42.65"
"Rio Negro","42.66"
"Rio Negro","42.69"
"Rio Negro","42.79"
"Rio Negro","42.98"
"Rio Negro","42.99"
"Rio Negro","43.11"
"Rio Negro","43.15"
"Rio Negro","43.35"
"Rio Negro","43.48"
"Rio Negro","43.5"
"Rio Negro","43.55"
"Rio Negro","43.58"
"Rio Negro","43.6"
"Rio Negro","43.61"
"Rio Negro","43.68"
"Rio Negro","43.71"
"Rio Negro","43.73"
"Rio Negro","43.84"
"Rio Negro","43.92"
"Rio Negro","43.95"
"Rio Negro","44.01"
"Rio Negro","44.02"
"Rio Negro","44.12"
"Rio Negro","44.21"
"Rio Negro","44.3"
"Rio Negro","44.43"
"Rio Negro","44.44"
"Rio Negro","44.5"
"Rio Negro","44.51"
"Rio Negro","44.54"
"Rio Negro","44.6"
"Rio Negro","44.66"
"Rio Negro","44.67"
"Rio Negro","44.68"
"Rio Negro","44.73"
"Rio Negro","44.88"
"Rio Negro","44.9"
"Rio Negro","44.94"
"Rio Negro","44.95"
"Rio Negro","44.98"
"Rio Negro","45.08"
"Rio Negro","45.17"
"Rio Negro","45.18"
"Rio Negro","45.3"
"Rio Negro","45.4"
"Rio Negro","45.45"
"Rio Negro","45.48"
"Rio Negro","45.56"
"Rio Negro","45.57"
"Rio Negro","45.65"
"Rio Negro","45.71"
"Rio Negro","45.74"
"Rio Negro","45.77"
"Rio Negro","45.78"
"Rio Negro","45.83"
"Rio Negro","45.87"
"Rio Negro","45.89"
"Rio Negro","45.92"
"Rio Negro","45.93"
"Rio Negro","45.94"
"Rio Negro","46.03"
"Rio Negro","46.04"
"Rio Negro","46.05"
"Rio Negro","46.07"
"Rio Negro","46.08"
"Rio Negro","46.25"
"Rio Negro","46.26"
"Rio Negro","46.38"
"Rio Negro","46.4"
"Rio Negro","46.43"
"Rio Negro","46.47"
"Rio Negro","46.49"
"Rio Negro","46.52"
"Rio Negro","46.57"
"Rio Negro","46.75"
"Rio Negro","46.76"
"Rio Negro","46.78"
"Rio Negro","46.79"
"Rio Negro","46.82"
"Rio Negro","46.88"
"Rio Negro","46.94"
"Rio Negro","47"
"Rio Negro","47.03"
"Rio Negro","47.04"
"Rio Negro","47.11"
"Rio Negro","47.31"
"Rio Negro","47.38"
"Rio Negro","47.41"
"Rio Negro","47.52"
"Rio Negro","47.64"
"Rio Negro","47.65"
"Rio Negro","47.79"
"Rio Negro","47.85"
"Rio Negro","47.88"
"Rio Negro","47.93"
"Rio Negro","47.96"
"Rio Negro","47.99"
"Rio Negro","48.01"
"Rio Negro","48.03"
"Rio Negro","48.11"
"Rio Negro","48.17"
"Rio Negro","48.45"
"Rio Negro","48.47"
"Rio Negro","48.53"
"Rio Negro","48.6"
"Rio Negro","48.7"
"Rio Negro","48.73"
"Rio Negro","48.86"
"Rio Negro","49"
"Rio Negro","49.04"
"Rio Negro","49.16"
"Rio Negro","49.22"
"Rio Negro","49.23"
"Rio Negro","49.28"
"Rio Negro","49.29"
"Rio Negro","49.31"
"Rio Negro","49.36"
"Rio Negro","49.39"
"Rio Negro","49.5"
"Rio Negro","49.57"
"Rio Negro","49.7"
"Rio Negro","49.82"
"Rio Negro","49.84"
"Rio Negro","49.86"
"Rio Negro","49.93"
"Rio Negro","49.96"
"Rio Negro","49.97"
"Rio Negro","49.99"
"Rio Negro","50.04"
"Rio Negro","50.05"
"Rio Negro","50.06"
"Rio Negro","50.13"
"Rio Negro","50.14"
"Rio Negro","50.16"
"Rio Negro","50.17"
"Rio Negro","50.19"
"Rio Negro","50.2"
"Rio Negro","50.25"
"Rio Negro","50.27"
"Rio Negro","50.28"
"Rio Negro","50.3"
"Rio Negro","50.39"
"Rio Negro","50.46"
"Rio Negro","50.53"
"Rio Negro","50.55"
"Rio Negro","50.57"
"Rio Negro","50.6"
"Rio Negro","50.74"
"Rio Negro","50.86"
"Rio Negro","50.94"
"Rio Negro","50.99"
"Rio Negro","51.02"
"Rio Negro","51.05"
"Rio Negro","51.07"
"Rio Negro","51.14"
"Rio Negro","51.17"
"Rio Negro","51.22"
"Rio Negro","51.32"
"Rio Negro","51.44"
"Rio Negro","51.45"
"Rio Negro","51.64"
"Rio Negro","51.66"
"Rio Negro","51.74"
"Rio Negro","51.83"
"Rio Negro","51.92"
"Rio Negro","52.14"
"Rio Negro","52.16"
"Rio Negro","52.24"
"Rio Negro","52.4"
"Rio Negro","52.44"
"Rio Negro","52.51"
"Rio Negro","52.52"
"Rio Negro","52.53"
"Rio Negro","52.63"
"Rio Negro","52.67"
"Rio Negro","52.68"
"Rio Negro","52.76"
"Rio Negro","53.02"
"Rio Negro","53.58"
"Rio Negro","54.031407"
"Rio Negro","54.04"
"Rio Negro","54.26"
"Rio Negro","54.3"
"Rio Negro","54.63"
"Rio Negro","54.94"
"Rio Negro","55.08"
"Rio Negro","55.46"
"Rio Negro","55.56"
"Rio Negro","55.84"
"Rio Negro","55.89"
"Rio Negro","56.26"
"Rio Negro","56.3"
"Rio Negro","56.50"
"Rio Negro","56.53"
"Rio Negro","56.82"
"Rio Negro","56.98"
"Rio Negro","57.05"
"Rio Negro","57.06"
"Rio Negro","57.08"
"Rio Negro","57.17"
"Rio Negro","57.31"
"Rio Negro","57.46"
"Rio Negro","57.49"
"Rio Negro","57.61"
"Rio Negro","57.69"
"Rio Negro","57.72"
"Rio Negro","57.88"
"Rio Negro","57.89"
"Rio Negro","57.9"
"Rio Negro","57.98"
"Rio Negro","57.99"
"Rio Negro","58.15"
"Rio Negro","58.16"
"Rio Negro","58.19"
"Rio Negro","58.35"
"Rio Negro","58.43"
"Rio Negro","58.55"
"Rio Negro","58.6"
"Rio Negro","59.19"
"Rio Negro","59.22"
"Rio Negro","59.24"
"Rio Negro","59.32"
"Rio Negro","59.76"
"Rio Negro","59.78"
"Rio Negro","59.88"
"Rio Negro","59.89"
"Rio Negro","59.93"
"Rio Negro","60.15"
"Rio Negro","60.38"
"Rio Negro","60.46"
"Rio Negro","60.48"
"Rio Negro","60.61"
"Rio Negro","60.67"
"Rio Negro","60.77"
"Rio Negro","61.05"
"Rio Negro","61.14"
"Rio Negro","61.27"
"Rio Negro","61.36"
"Rio Negro","61.51"
"Rio Negro","61.55"
"Rio Negro","61.7"
"Rio Negro","61.72"
"Rio Negro","62.08"
"Rio Negro","62.13"
"Rio Negro","62.15"
"Rio Negro","62.38"
"Rio Negro","62.4"
"Rio Negro","62.53"
"Rio Negro","62.54"
"Rio Negro","62.55"
"Rio Negro","62.57864548"
"Rio Negro","62.72"
"Rio Negro","62.74"
"Rio Negro","62.8"
"Rio Negro","62.85"
"Rio Negro","62.97"
"Rio Negro","63.13"
"Rio Negro","63.17"
"Rio Negro","63.4"
"Rio Negro","63.44"
"Rio Negro","63.46"
"Rio Negro","63.5"
"Rio Negro","63.52"
"Rio Negro","63.55"
"Rio Negro","63.93"
"Rio Negro","64.01"
"Rio Negro","64.07"
"Rio Negro","64.08"
"Rio Negro","64.23"
"Rio Negro","64.3"
"Rio Negro","64.52"
"Rio Negro","64.54"
"Rio Negro","64.62"
"Rio Negro","64.68"
"Rio Negro","64.73"
"Rio Negro","64.94"
"Rio Negro","64.98"
"Rio Negro","64.99"
"Rio Negro","65.23"
"Rio Negro","65.69"
"Rio Negro","65.76"
"Rio Negro","65.77"
"Rio Negro","65.79"
"Rio Negro","65.95"
"Rio Negro","66.01"
"Rio Negro","66.18"
"Rio Negro","66.22"
"Rio Negro","66.28"
"Rio Negro","66.86"
"Rio Negro","66.94"
"Rio Negro","67.28"
"Rio Negro","67.75"
"Rio Negro","67.79"
"Rio Negro","67.99"
"Rio Negro","68.04"
"Rio Negro","68.37"
"Rio Negro","68.42"
"Rio Negro","68.59"
"Rio Negro","68.68"
"Rio Negro","69.21"
"Rio Negro","69.25"
"Rio Negro","69.32"
"Rio Negro","69.34"
"Rio Negro","69.55"
"Rio Negro","69.64"
"Rio Negro","69.92"
"Rio Negro","70"
"Rio Negro","70.19"
"Rio Negro","70.20284673"
"Rio Negro","70.82"
"Rio Negro","71.07"
"Rio Negro","71.2"
"Rio Negro","71.59"
"Rio Negro","71.68"
"Rio Negro","71.89"
"Rio Negro","72.14"
"Rio Negro","72.55"
"Rio Negro","73.32"
"Rio Negro","73.55"
"Rio Negro","73.76"
"Rio Negro","74.56"
"Rio Negro","75.53"
"Rio Negro","75.72"
"Rio Negro","76.10"
"Rio Negro","76.44"
"Rio Negro","76.59"
"Rio Negro","76.64"
"Rio Negro","76.79"
"Rio Negro","77.85"
"Rio Negro","77.88"
"Rio Negro","78.24"
"Rio Negro","78.55"
"Rio Negro","78.62"
"Rio Negro","78.7"
"Rio Negro","78.82"
"Rio Negro","80.1"
"Rio Negro","80.16"
"Rio Negro","80.88"
"Rio Negro","81.07"
"Rio Negro","81.25"
"Rio Negro","81.83"
"Rio Negro","82.27"
"Rio Negro","82.31"
"Rio Negro","82.38"
"Rio Negro","82.54"
"Rio Negro","82.56"
"Rio Negro","82.78"
"Rio Negro","83.15"
"Rio Negro","83.55"
"Rio Negro","83.61"
"Rio Negro","85.00"
"Rio Negro","86.16"
"Rio Negro","86.49"
"Rio Negro","86.56"
"Rio Negro","86.59"
"Rio Negro","87.06"
"Rio Negro","87.46"
"Rio Negro","87.57"
"Rio Negro","87.98"
"Rio Negro","88.06"
"Rio Negro","88.09"
"Rio Negro","89.44"
"Rio Negro","91.11"
"Rio Negro","91.24"
"Rio Negro","91.79"
"Rio Negro","92.02"
"Rio Negro","92.45"
"Rio Negro","92.711874"
"Rio Negro","93.01"
"Rio Negro","93.98"
"Rio Negro","94.21275"
"Rio Negro","94.26"
"Rio Negro","94.57"
"Rio Negro","94.68"
"Rio Negro","94.92"
"Rio Negro","95.33"
"Rio Negro","96.11317034"
"Rio Negro","96.48"
"Rio Negro","96.7"
"Rio Negro","98.72"
"Rio Negro","98.88"
"Rio Negro","100.36"
"Rio Negro","103.29"
"Rio Negro","103.95"
"Rio Negro","107.58"
"Rio Negro","109.15"
"Rio Negro","109.70"
"Rio Negro","110.49"
"Rio Negro","110.57"
"Rio Negro","110.7970424"
"Rio Negro","111.01"
"Rio Negro","111.62"
"Rio Negro","112.09"
"Rio Negro","113.34"
"Rio Negro","115.52"
"Rio Negro","116.08"
"Rio Negro","116.18"
"Rio Negro","116.20"
"Rio Negro","116.88"
"Rio Negro","117.22"
"Rio Negro","117.63"
"Rio Negro","117.84"
"Rio Negro","118.90"
"Rio Negro","119.01"
"Rio Negro","119.296003"
"Rio Negro","119.61"
"Rio Negro","120.12"
"Rio Negro","122.38"
"Rio Negro","122.48"
"Rio Negro","123.27"
"Rio Negro","124.947958"
"Rio Negro","125.47"
"Rio Negro","125.5"
"Rio Negro","125.61"
"Rio Negro","126.00"
"Rio Negro","126.3256056"
"Rio Negro","127.13"
"Rio Negro","127.65"
"Rio Negro","128.36"
"Rio Negro","128.8110157"
"Rio Negro","129.67"
"Rio Negro","131.60"
"Rio Negro","132.3"
"Rio Negro","132.57"
"Rio Negro","134.81"
"Rio Negro","135.9"
"Rio Negro","135.97"
"Rio Negro","137.11"
"Rio Negro","137.19"
"Rio Negro","137.31"
"Rio Negro","137.67"
"Rio Negro","138.53"
"Rio Negro","138.62"
"Rio Negro","140.00"
"Rio Negro","140.38"
"Rio Negro","142.41"
"Rio Negro","144.4949"
"Rio Negro","145.0785"
"Rio Negro","145.10"
"Rio Negro","147.28"
"Rio Negro","147.30"
"Rio Negro","150.83"
"Rio Negro","150.91"
"Rio Negro","150.93"
"Rio Negro","152.97"
"Rio Negro","153.3355442"
"Rio Negro","161.0633777"
"Rio Negro","162.0307543"
"Rio Negro","162.92"
"Rio Negro","164.54"
"Rio Negro","164.63"
"Rio Negro","165.7394616"
"Rio Negro","168.83"
"Rio Negro","170.11"
"Rio Negro","173.65"
"Rio Negro","174.07"
"Rio Negro","175.25"
"Rio Negro","175.28"
"Rio Negro","176.75"
"Rio Negro","182.63"
"Rio Negro","183.14"
"Rio Negro","183.32"
"Rio Negro","184.91"
"Rio Negro","191.48"
"Rio Negro","192.05"
"Rio Negro","198.86"
"Rio Negro","200.17"
"Rio Negro","200.32"
"Rio Negro","203.15"
"Rio Negro","204.9469395"
"Rio Negro","210.11"
"Rio Negro","210.20"
"Rio Negro","211.75"
"Rio Negro","215.72"
"Rio Negro","219.50"
"Rio Negro","220.89"
"Rio Negro","224.61"
"Rio Negro","227.85"
"Rio Negro","228.54"
"Rio Negro","231.898543"
"Rio Negro","234.06"
"Rio Negro","235.65"
"Rio Negro","241.13"
"Rio Negro","242.22"
"Rio Negro","243.91"
"Rio Negro","243.96"
"Rio Negro","246.81"
"Rio Negro","246.94"
"Rio Negro","248.5"
"Rio Negro","250.40"
"Rio Negro","260.05"
"Rio Negro","277.36"
"Rio Negro","286.61"
"Rio Negro","287.07"
"Rio Negro","305.25"
"Rio Negro","314.322259"
"Rio Negro","501.77"
"Rio Negro","746.67"
"Mendoza","10.17721"
"Mendoza","26.16787"
"Mendoza","33.09941"
"Mendoza","35.48617"
"Mendoza","40.25234"
"Mendoza","41.77360"
"Mendoza","43.30"
"Mendoza","43.89013"
"Mendoza","44.49906"
"Mendoza","58.1"
"Mendoza","59.01852"
"Mendoza","67.70765"
"Mendoza","69.01"
"Mendoza","69.23356"
"Mendoza","69.62"
"Mendoza","69.67"
"Mendoza","70.88"
"Mendoza","71.37"
"Mendoza","71.58"
"Mendoza","73.46"
"Mendoza","73.66"
"Mendoza","74.89"
"Mendoza","74.94"
"Mendoza","75.6"
"Mendoza","76.45"
"Mendoza","77.20844"
"Mendoza","78.75"
"Mendoza","78.81"
"Mendoza","79.31314"
"Mendoza","91.68795"
"Mendoza","91.87163"
"Mendoza","102.1931"
"Mendoza","102.8246"
"Mendoza","103.9470"
"Mendoza","104.0642"
"Mendoza","126.7342"
"Mendoza","139.4361"
"Mendoza","146.0186"
"Mendoza","163.5085"
"Mendoza","164.7268"
"Mendoza","175.9124"
"Mendoza","177.66"
"Mendoza","178.3215"
"Mendoza","179.0174"
"Mendoza","197.7523"
"Mendoza","209.8461"
"Mendoza","209.9260"
"Mendoza","224.2373"
"Mendoza","224.9649"
"Mendoza","225.7769"
"Mendoza","233.1558"
"Mendoza","235.5012"
"Mendoza","242.8652"
"Mendoza","307.0831"
"Mendoza","313.7312"
"Mendoza","330.84"
"Mendoza","365.6266"
"Mendoza","369.2397"
"Mendoza","403.6531"
"Mendoza","439.1776"
"Mendoza","446.8878"
"Mendoza","476.5632"
"Mendoza","484.8204"
"Mendoza","511.7481"
"Mendoza","525.3210"
"Mendoza","528.9872"
"Mendoza","537.5680"
"Mendoza","553.0958"
"Mendoza","553.2360"
"Mendoza","572.9945"
"Mendoza","578.5055"
"Mendoza","579.55"
"Mendoza","580.4119"
"Mendoza","613.1126"
"Mendoza","613.2350"
"Mendoza","816.38"
"Mendoza","881"
"Mendoza","939.2809"
"Mendoza","971.88"
"Mendoza","1020.89"
"Mendoza","1032.32"
"Mendoza","1076.6"
"Mendoza","1088.52"
"Mendoza","1188.11"
"Mendoza","1207.45"
"Mendoza","1341.4"
"Mendoza","1376.2"
"Chubut","0.3"
"Chubut","0.47"
"Chubut","0.5"
"Chubut","0.52"
"Chubut","0.53"
"Chubut","0.54"
"Chubut","0.62"
"Chubut","145.6137"
"Chubut","148.2227"
"Chubut","159.0819"
"Chubut","174.1541"
"Chubut","177.2347"
"Chubut","187.2270"
"Chubut","204.5956"
"Chubut","206.2104"
"Chubut","266.2530"
